resp.id;rating;expert opinions;intelligence data;polling data;betting odds;developer
27;6;500;50;50;50;foreign ministry
27;7;500;50;500;50;private company
27;6;500;5;150;150;state university
27;5;500;50;150;150;foreign ministry
27;3;150;50;150;50;state university
27;7;500;50;500;500;state university
27;4;150;50;50;500;foreign ministry
27;6;500;5;500;50;state university
27;5;150;50;500;150;private company
27;2;50;5;150;150;foreign ministry
27;4;150;50;150;500;state university
27;6;500;15;150;500;state university
27;6;50;5;150;50;state university
27;4;50;5;150;50;foreign ministry
28;6;50;5;50;50;state university
28;2;500;50;500;500;private company
28;6;150;5;150;150;state university
28;3;500;15;500;500;private company
28;2;500;50;500;500;foreign ministry
28;6;500;15;500;500;state university
28;6;500;50;150;150;foreign ministry
28;2;500;5;150;150;state university
28;6;500;15;150;150;private company
28;2;50;15;150;150;state university
28;6;150;50;150;500;foreign ministry
28;2;150;15;500;150;state university
28;2;50;5;50;50;private company
28;6;50;5;50;50;foreign ministry
28;6;150;15;500;500;state university
28;2;500;5;50;150;foreign ministry
28;6;150;15;150;500;foreign ministry
28;2;150;15;150;50;state university
28;5;500;50;50;50;foreign ministry
28;3;500;50;500;50;private company
28;7;500;5;150;150;state university
28;2;500;50;150;150;foreign ministry
28;5;150;50;150;50;state university
28;7;500;50;500;500;state university
28;3;150;50;50;500;foreign ministry
28;7;500;5;500;50;state university
28;3;150;50;500;150;private company
28;5;50;5;150;150;foreign ministry
28;6;150;50;150;500;state university
28;2;500;15;150;500;state university
28;5;50;5;150;50;state university
28;3;50;5;150;50;foreign ministry
29;5;50;5;50;50;state university
29;4;500;50;500;500;private company
29;5;150;5;150;150;state university
29;3;500;15;500;500;private company
29;5;500;50;500;500;foreign ministry
29;5;500;15;500;500;state university
29;5;500;50;150;150;foreign ministry
29;4;500;5;150;150;state university
29;4;500;15;150;150;private company
29;4;50;15;150;150;state university
29;4;150;50;150;500;foreign ministry
29;4;150;15;500;150;state university
29;4;50;5;50;50;private company
29;4;50;5;50;50;foreign ministry
29;5;150;15;500;500;state university
29;4;500;5;50;150;foreign ministry
29;5;150;15;150;500;foreign ministry
29;4;150;15;150;50;state university
29;4;500;50;50;50;foreign ministry
29;4;500;50;500;50;private company
29;3;500;5;150;150;state university
29;5;500;50;150;150;foreign ministry
29;4;150;50;150;50;state university
29;5;500;50;500;500;state university
29;5;150;50;50;500;foreign ministry
29;4;500;5;500;50;state university
29;4;150;50;500;150;private company
29;4;50;5;150;150;foreign ministry
29;5;150;50;150;500;state university
29;4;500;15;150;500;state university
29;5;50;5;150;50;state university
29;4;50;5;150;50;foreign ministry
30;6;50;5;50;50;state university
30;3;500;50;500;500;private company
30;4;150;5;150;150;state university
30;6;500;15;500;500;private company
30;6;500;50;500;500;foreign ministry
30;7;500;15;500;500;state university
30;5;500;50;150;150;foreign ministry
30;6;500;5;150;150;state university
30;3;500;15;150;150;private company
30;6;50;15;150;150;state university
30;6;150;50;150;500;foreign ministry
30;7;150;15;500;150;state university
30;1;50;5;50;50;private company
30;4;50;5;50;50;foreign ministry
30;5;150;15;500;500;state university
30;3;500;5;50;150;foreign ministry
30;7;150;15;150;500;foreign ministry
30;6;150;15;150;50;state university
30;4;500;50;50;50;foreign ministry
30;6;500;50;500;50;private company
30;6;500;5;150;150;state university
30;6;500;50;150;150;foreign ministry
30;6;150;50;150;50;state university
30;7;500;50;500;500;state university
30;6;150;50;50;500;foreign ministry
30;7;500;5;500;50;state university
30;5;150;50;500;150;private company
30;4;50;5;150;150;foreign ministry
30;5;150;50;150;500;state university
30;7;500;15;150;500;state university
30;7;50;5;150;50;state university
30;4;50;5;150;50;foreign ministry
31;6;50;5;50;50;state university
31;4;500;50;500;500;private company
31;5;150;5;150;150;state university
31;4;500;15;500;500;private company
31;4;500;50;500;500;foreign ministry
31;3;500;15;500;500;state university
31;3;500;50;150;150;foreign ministry
31;3;500;5;150;150;state university
31;4;500;15;150;150;private company
31;5;50;15;150;150;state university
31;5;150;50;150;500;foreign ministry
31;4;150;15;500;150;state university
31;4;50;5;50;50;private company
31;5;50;5;50;50;foreign ministry
31;5;150;15;500;500;state university
31;5;500;5;50;150;foreign ministry
31;5;150;15;150;500;foreign ministry
31;4;150;15;150;50;state university
31;5;500;50;50;50;foreign ministry
31;4;500;50;500;50;private company
31;5;500;5;150;150;state university
31;5;500;50;150;150;foreign ministry
31;5;150;50;150;50;state university
31;5;500;50;500;500;state university
31;5;150;50;50;500;foreign ministry
31;5;500;5;500;50;state university
31;4;150;50;500;150;private company
31;5;50;5;150;150;foreign ministry
31;5;150;50;150;500;state university
31;5;500;15;150;500;state university
31;5;50;5;150;50;state university
31;5;50;5;150;50;foreign ministry
32;1;50;5;50;50;state university
32;1;500;50;500;500;private company
32;1;150;5;150;150;state university
32;1;500;15;500;500;private company
32;1;500;50;500;500;foreign ministry
32;1;500;15;500;500;state university
32;1;500;50;150;150;foreign ministry
32;1;500;5;150;150;state university
32;2;500;15;150;150;private company
32;4;50;15;150;150;state university
32;3;150;50;150;500;foreign ministry
32;3;150;15;500;150;state university
32;2;50;5;50;50;private company
32;2;50;5;50;50;foreign ministry
32;3;150;15;500;500;state university
32;3;500;5;50;150;foreign ministry
32;5;150;15;150;500;foreign ministry
32;5;150;15;150;50;state university
32;5;500;50;50;50;foreign ministry
32;5;500;50;500;50;private company
32;6;500;5;150;150;state university
32;6;500;50;150;150;foreign ministry
32;4;150;50;150;50;state university
32;4;500;50;500;500;state university
32;5;150;50;50;500;foreign ministry
32;5;500;5;500;50;state university
32;6;150;50;500;150;private company
32;6;50;5;150;150;foreign ministry
32;4;150;50;150;500;state university
32;4;500;15;150;500;state university
32;2;50;5;150;50;state university
32;2;50;5;150;50;foreign ministry
33;7;50;5;50;50;state university
33;2;500;50;500;500;private company
33;7;150;5;150;150;state university
33;3;500;15;500;500;private company
33;6;500;50;500;500;foreign ministry
33;6;500;15;500;500;state university
33;7;500;50;150;150;foreign ministry
33;7;500;5;150;150;state university
33;5;500;15;150;150;private company
33;6;50;15;150;150;state university
33;4;150;50;150;500;foreign ministry
33;7;150;15;500;150;state university
33;4;50;5;50;50;private company
33;7;50;5;50;50;foreign ministry
33;4;150;15;500;500;state university
33;7;500;5;50;150;foreign ministry
33;4;150;15;150;500;foreign ministry
33;7;150;15;150;50;state university
33;7;500;50;50;50;foreign ministry
33;4;500;50;500;50;private company
33;6;500;5;150;150;state university
33;5;500;50;150;150;foreign ministry
33;7;150;50;150;50;state university
33;5;500;50;500;500;state university
33;4;150;50;50;500;foreign ministry
33;7;500;5;500;50;state university
33;4;150;50;500;150;private company
33;7;50;5;150;150;foreign ministry
33;5;150;50;150;500;state university
33;7;500;15;150;500;state university
33;7;50;5;150;50;state university
33;7;50;5;150;50;foreign ministry
34;2;50;5;50;50;state university
34;6;500;50;500;500;private company
34;4;150;5;150;150;state university
34;6;500;15;500;500;private company
34;7;500;50;500;500;foreign ministry
34;7;500;15;500;500;state university
34;6;500;50;150;150;foreign ministry
34;6;500;5;150;150;state university
34;5;500;15;150;150;private company
34;4;50;15;150;150;state university
34;5;150;50;150;500;foreign ministry
34;6;150;15;500;150;state university
34;3;50;5;50;50;private company
34;5;50;5;50;50;foreign ministry
34;5;150;15;500;500;state university
34;4;500;5;50;150;foreign ministry
34;4;150;15;150;500;foreign ministry
34;3;150;15;150;50;state university
34;4;500;50;50;50;foreign ministry
34;6;500;50;500;50;private company
34;5;500;5;150;150;state university
34;4;500;50;150;150;foreign ministry
34;5;150;50;150;50;state university
34;7;500;50;500;500;state university
34;5;150;50;50;500;foreign ministry
34;7;500;5;500;50;state university
34;6;150;50;500;150;private company
34;4;50;5;150;150;foreign ministry
34;5;150;50;150;500;state university
34;7;500;15;150;500;state university
34;4;50;5;150;50;state university
34;4;50;5;150;50;foreign ministry
35;4;50;5;50;50;state university
35;4;500;50;500;500;private company
35;4;150;5;150;150;state university
35;4;500;15;500;500;private company
35;4;500;50;500;500;foreign ministry
35;5;500;15;500;500;state university
35;4;500;50;150;150;foreign ministry
35;4;500;5;150;150;state university
35;4;500;15;150;150;private company
35;5;50;15;150;150;state university
35;4;150;50;150;500;foreign ministry
35;5;150;15;500;150;state university
35;3;50;5;50;50;private company
35;5;50;5;50;50;foreign ministry
35;5;150;15;500;500;state university
35;4;500;5;50;150;foreign ministry
35;4;150;15;150;500;foreign ministry
35;4;150;15;150;50;state university
35;4;500;50;50;50;foreign ministry
35;3;500;50;500;50;private company
35;5;500;5;150;150;state university
35;4;500;50;150;150;foreign ministry
35;3;150;50;150;50;state university
35;2;500;50;500;500;state university
35;2;150;50;50;500;foreign ministry
35;3;500;5;500;50;state university
35;2;150;50;500;150;private company
35;3;50;5;150;150;foreign ministry
35;2;150;50;150;500;state university
35;3;500;15;150;500;state university
35;2;50;5;150;50;state university
35;2;50;5;150;50;foreign ministry
36;2;50;5;50;50;state university
36;3;500;50;500;500;private company
36;3;150;5;150;150;state university
36;3;500;15;500;500;private company
36;3;500;50;500;500;foreign ministry
36;3;500;15;500;500;state university
36;3;500;50;150;150;foreign ministry
36;2;500;5;150;150;state university
36;3;500;15;150;150;private company
36;1;50;15;150;150;state university
36;4;150;50;150;500;foreign ministry
36;2;150;15;500;150;state university
36;1;50;5;50;50;private company
36;1;50;5;50;50;foreign ministry
36;3;150;15;500;500;state university
36;2;500;5;50;150;foreign ministry
36;2;150;15;150;500;foreign ministry
36;2;150;15;150;50;state university
36;3;500;50;50;50;foreign ministry
36;4;500;50;500;50;private company
36;3;500;5;150;150;state university
36;3;500;50;150;150;foreign ministry
36;3;150;50;150;50;state university
36;4;500;50;500;500;state university
36;3;150;50;50;500;foreign ministry
36;4;500;5;500;50;state university
36;3;150;50;500;150;private company
36;2;50;5;150;150;foreign ministry
36;3;150;50;150;500;state university
36;2;500;15;150;500;state university
36;1;50;5;150;50;state university
36;1;50;5;150;50;foreign ministry
37;5;50;5;50;50;state university
37;5;500;50;500;500;private company
37;6;150;5;150;150;state university
37;5;500;15;500;500;private company
37;7;500;50;500;500;foreign ministry
37;5;500;15;500;500;state university
37;7;500;50;150;150;foreign ministry
37;6;500;5;150;150;state university
37;5;500;15;150;150;private company
37;4;50;15;150;150;state university
37;7;150;50;150;500;foreign ministry
37;6;150;15;500;150;state university
37;1;50;5;50;50;private company
37;4;50;5;50;50;foreign ministry
37;6;150;15;500;500;state university
37;5;500;5;50;150;foreign ministry
37;5;150;15;150;500;foreign ministry
37;5;150;15;150;50;state university
37;5;500;50;50;50;foreign ministry
37;4;500;50;500;50;private company
37;5;500;5;150;150;state university
37;6;500;50;150;150;foreign ministry
37;4;150;50;150;50;state university
37;6;500;50;500;500;state university
37;4;150;50;50;500;foreign ministry
37;6;500;5;500;50;state university
37;5;150;50;500;150;private company
37;5;50;5;150;150;foreign ministry
37;6;150;50;150;500;state university
37;6;500;15;150;500;state university
37;6;50;5;150;50;state university
37;6;50;5;150;50;foreign ministry
38;4;50;5;50;50;state university
38;3;500;50;500;500;private company
38;5;150;5;150;150;state university
38;3;500;15;500;500;private company
38;5;500;50;500;500;foreign ministry
38;5;500;15;500;500;state university
38;6;500;50;150;150;foreign ministry
38;5;500;5;150;150;state university
38;2;500;15;150;150;private company
38;5;50;15;150;150;state university
38;5;150;50;150;500;foreign ministry
38;5;150;15;500;150;state university
38;1;50;5;50;50;private company
38;6;50;5;50;50;foreign ministry
38;5;150;15;500;500;state university
38;6;500;5;50;150;foreign ministry
38;6;150;15;150;500;foreign ministry
38;6;150;15;150;50;state university
38;7;500;50;50;50;foreign ministry
38;4;500;50;500;50;private company
38;7;500;5;150;150;state university
38;7;500;50;150;150;foreign ministry
38;7;150;50;150;50;state university
38;5;500;50;500;500;state university
38;5;150;50;50;500;foreign ministry
38;5;500;5;500;50;state university
38;3;150;50;500;150;private company
38;6;50;5;150;150;foreign ministry
38;7;150;50;150;500;state university
38;4;500;15;150;500;state university
38;4;50;5;150;50;state university
38;3;50;5;150;50;foreign ministry
39;6;50;5;50;50;state university
39;4;500;50;500;500;private company
39;7;150;5;150;150;state university
39;4;500;15;500;500;private company
39;6;500;50;500;500;foreign ministry
39;6;500;15;500;500;state university
39;6;500;50;150;150;foreign ministry
39;6;500;5;150;150;state university
39;4;500;15;150;150;private company
39;6;50;15;150;150;state university
39;5;150;50;150;500;foreign ministry
39;6;150;15;500;150;state university
39;4;50;5;50;50;private company
39;6;50;5;50;50;foreign ministry
39;7;150;15;500;500;state university
39;6;500;5;50;150;foreign ministry
39;6;150;15;150;500;foreign ministry
39;6;150;15;150;50;state university
39;6;500;50;50;50;foreign ministry
39;5;500;50;500;50;private company
39;6;500;5;150;150;state university
39;6;500;50;150;150;foreign ministry
39;6;150;50;150;50;state university
39;6;500;50;500;500;state university
39;5;150;50;50;500;foreign ministry
39;6;500;5;500;50;state university
39;4;150;50;500;150;private company
39;5;50;5;150;150;foreign ministry
39;6;150;50;150;500;state university
39;6;500;15;150;500;state university
39;6;50;5;150;50;state university
39;6;50;5;150;50;foreign ministry
40;5;50;5;50;50;state university
40;3;500;50;500;500;private company
40;5;150;5;150;150;state university
40;3;500;15;500;500;private company
40;6;500;50;500;500;foreign ministry
40;5;500;15;500;500;state university
40;6;500;50;150;150;foreign ministry
40;4;500;5;150;150;state university
40;5;500;15;150;150;private company
40;3;50;15;150;150;state university
40;5;150;50;150;500;foreign ministry
40;5;150;15;500;150;state university
40;2;50;5;50;50;private company
40;5;50;5;50;50;foreign ministry
40;4;150;15;500;500;state university
40;6;500;5;50;150;foreign ministry
40;5;150;15;150;500;foreign ministry
40;5;150;15;150;50;state university
40;4;500;50;50;50;foreign ministry
40;5;500;50;500;50;private company
40;4;500;5;150;150;state university
40;6;500;50;150;150;foreign ministry
40;4;150;50;150;50;state university
40;6;500;50;500;500;state university
40;4;150;50;50;500;foreign ministry
40;6;500;5;500;50;state university
40;5;150;50;500;150;private company
40;6;50;5;150;150;foreign ministry
40;4;150;50;150;500;state university
40;6;500;15;150;500;state university
40;6;50;5;150;50;state university
40;5;50;5;150;50;foreign ministry
41;6;50;5;50;50;state university
41;1;500;50;500;500;private company
41;5;150;5;150;150;state university
41;1;500;15;500;500;private company
41;6;500;50;500;500;foreign ministry
41;4;500;15;500;500;state university
41;7;500;50;150;150;foreign ministry
41;3;500;5;150;150;state university
41;1;500;15;150;150;private company
41;6;50;15;150;150;state university
41;3;150;50;150;500;foreign ministry
41;5;150;15;500;150;state university
41;1;50;5;50;50;private company
41;6;50;5;50;50;foreign ministry
41;4;150;15;500;500;state university
41;5;500;5;50;150;foreign ministry
41;4;150;15;150;500;foreign ministry
41;6;150;15;150;50;state university
41;6;500;50;50;50;foreign ministry
41;1;500;50;500;50;private company
41;5;500;5;150;150;state university
41;7;500;50;150;150;foreign ministry
41;6;150;50;150;50;state university
41;4;500;50;500;500;state university
41;4;150;50;50;500;foreign ministry
41;6;500;5;500;50;state university
41;1;150;50;500;150;private company
41;6;50;5;150;150;foreign ministry
41;3;150;50;150;500;state university
41;4;500;15;150;500;state university
41;6;50;5;150;50;state university
41;7;50;5;150;50;foreign ministry
42;4;50;5;50;50;state university
42;6;500;50;500;500;private company
42;4;150;5;150;150;state university
42;6;500;15;500;500;private company
42;6;500;50;500;500;foreign ministry
42;4;500;15;500;500;state university
42;5;500;50;150;150;foreign ministry
42;4;500;5;150;150;state university
42;7;500;15;150;150;private company
42;4;50;15;150;150;state university
42;5;150;50;150;500;foreign ministry
42;6;150;15;500;150;state university
42;6;50;5;50;50;private company
42;4;50;5;50;50;foreign ministry
42;5;150;15;500;500;state university
42;4;500;5;50;150;foreign ministry
42;6;150;15;150;500;foreign ministry
42;3;150;15;150;50;state university
42;6;500;50;50;50;foreign ministry
42;3;500;50;500;50;private company
42;4;500;5;150;150;state university
42;5;500;50;150;150;foreign ministry
42;2;150;50;150;50;state university
42;7;500;50;500;500;state university
42;6;150;50;50;500;foreign ministry
42;4;500;5;500;50;state university
42;7;150;50;500;150;private company
42;2;50;5;150;150;foreign ministry
42;4;150;50;150;500;state university
42;5;500;15;150;500;state university
42;3;50;5;150;50;state university
42;4;50;5;150;50;foreign ministry
43;7;50;5;50;50;state university
43;7;500;50;500;500;private company
43;7;150;5;150;150;state university
43;7;500;15;500;500;private company
43;4;500;50;500;500;foreign ministry
43;7;500;15;500;500;state university
43;4;500;50;150;150;foreign ministry
43;7;500;5;150;150;state university
43;7;500;15;150;150;private company
43;7;50;15;150;150;state university
43;4;150;50;150;500;foreign ministry
43;7;150;15;500;150;state university
43;7;50;5;50;50;private company
43;7;50;5;50;50;foreign ministry
43;7;150;15;500;500;state university
43;7;500;5;50;150;foreign ministry
43;7;150;15;150;500;foreign ministry
43;7;150;15;150;50;state university
43;7;500;50;50;50;foreign ministry
43;7;500;50;500;50;private company
43;7;500;5;150;150;state university
43;7;500;50;150;150;foreign ministry
43;7;150;50;150;50;state university
43;7;500;50;500;500;state university
43;7;150;50;50;500;foreign ministry
43;7;500;5;500;50;state university
43;7;150;50;500;150;private company
43;7;50;5;150;150;foreign ministry
43;7;150;50;150;500;state university
43;7;500;15;150;500;state university
43;7;50;5;150;50;state university
43;7;50;5;150;50;foreign ministry
44;6;50;5;50;50;state university
44;5;500;50;500;500;private company
44;7;150;5;150;150;state university
44;6;500;15;500;500;private company
44;2;500;50;500;500;foreign ministry
44;5;500;15;500;500;state university
44;2;500;50;150;150;foreign ministry
44;5;500;5;150;150;state university
44;5;500;15;150;150;private company
44;6;50;15;150;150;state university
44;4;150;50;150;500;foreign ministry
44;6;150;15;500;150;state university
44;5;50;5;50;50;private company
44;6;50;5;50;50;foreign ministry
44;6;150;15;500;500;state university
44;5;500;5;50;150;foreign ministry
44;5;150;15;150;500;foreign ministry
44;6;150;15;150;50;state university
44;6;500;50;50;50;foreign ministry
44;6;500;50;500;50;private company
44;6;500;5;150;150;state university
44;6;500;50;150;150;foreign ministry
44;5;150;50;150;50;state university
44;6;500;50;500;500;state university
44;4;150;50;50;500;foreign ministry
44;6;500;5;500;50;state university
44;4;150;50;500;150;private company
44;5;50;5;150;150;foreign ministry
44;6;150;50;150;500;state university
44;6;500;15;150;500;state university
44;6;50;5;150;50;state university
44;5;50;5;150;50;foreign ministry
45;4;50;5;50;50;state university
45;4;500;50;500;500;private company
45;6;150;5;150;150;state university
45;4;500;15;500;500;private company
45;4;500;50;500;500;foreign ministry
45;4;500;15;500;500;state university
45;5;500;50;150;150;foreign ministry
45;5;500;5;150;150;state university
45;4;500;15;150;150;private company
45;6;50;15;150;150;state university
45;3;150;50;150;500;foreign ministry
45;5;150;15;500;150;state university
45;4;50;5;50;50;private company
45;4;50;5;50;50;foreign ministry
45;5;150;15;500;500;state university
45;4;500;5;50;150;foreign ministry
45;4;150;15;150;500;foreign ministry
45;4;150;15;150;50;state university
45;3;500;50;50;50;foreign ministry
45;6;500;50;500;50;private company
45;4;500;5;150;150;state university
45;4;500;50;150;150;foreign ministry
45;2;150;50;150;50;state university
45;6;500;50;500;500;state university
45;2;150;50;50;500;foreign ministry
45;6;500;5;500;50;state university
45;6;150;50;500;150;private company
45;2;50;5;150;150;foreign ministry
45;5;150;50;150;500;state university
45;4;500;15;150;500;state university
45;4;50;5;150;50;state university
45;4;50;5;150;50;foreign ministry
46;5;50;5;50;50;state university
46;4;500;50;500;500;private company
46;6;150;5;150;150;state university
46;4;500;15;500;500;private company
46;6;500;50;500;500;foreign ministry
46;6;500;15;500;500;state university
46;6;500;50;150;150;foreign ministry
46;5;500;5;150;150;state university
46;5;500;15;150;150;private company
46;5;50;15;150;150;state university
46;6;150;50;150;500;foreign ministry
46;7;150;15;500;150;state university
46;4;50;5;50;50;private company
46;5;50;5;50;50;foreign ministry
46;6;150;15;500;500;state university
46;6;500;5;50;150;foreign ministry
46;7;150;15;150;500;foreign ministry
46;5;150;15;150;50;state university
46;5;500;50;50;50;foreign ministry
46;6;500;50;500;50;private company
46;6;500;5;150;150;state university
46;7;500;50;150;150;foreign ministry
46;5;150;50;150;50;state university
46;7;500;50;500;500;state university
46;5;150;50;50;500;foreign ministry
46;7;500;5;500;50;state university
46;5;150;50;500;150;private company
46;5;50;5;150;150;foreign ministry
46;5;150;50;150;500;state university
46;6;500;15;150;500;state university
46;6;50;5;150;50;state university
46;5;50;5;150;50;foreign ministry
47;2;50;5;50;50;state university
47;6;500;50;500;500;private company
47;2;150;5;150;150;state university
47;6;500;15;500;500;private company
47;6;500;50;500;500;foreign ministry
47;3;500;15;500;500;state university
47;6;500;50;150;150;foreign ministry
47;3;500;5;150;150;state university
47;6;500;15;150;150;private company
47;2;50;15;150;150;state university
47;6;150;50;150;500;foreign ministry
47;2;150;15;500;150;state university
47;4;50;5;50;50;private company
47;5;50;5;50;50;foreign ministry
47;2;150;15;500;500;state university
47;6;500;5;50;150;foreign ministry
47;5;150;15;150;500;foreign ministry
47;4;150;15;150;50;state university
47;4;500;50;50;50;foreign ministry
47;4;500;50;500;50;private company
47;3;500;5;150;150;state university
47;4;500;50;150;150;foreign ministry
47;2;150;50;150;50;state university
47;6;500;50;500;500;state university
47;5;150;50;50;500;foreign ministry
47;4;500;5;500;50;state university
47;4;150;50;500;150;private company
47;5;50;5;150;150;foreign ministry
47;2;150;50;150;500;state university
47;6;500;15;150;500;state university
47;2;50;5;150;50;state university
47;5;50;5;150;50;foreign ministry
48;4;50;5;50;50;state university
48;3;500;50;500;500;private company
48;2;150;5;150;150;state university
48;2;500;15;500;500;private company
48;3;500;50;500;500;foreign ministry
48;3;500;15;500;500;state university
48;5;500;50;150;150;foreign ministry
48;3;500;5;150;150;state university
48;5;500;15;150;150;private company
48;2;50;15;150;150;state university
48;2;150;50;150;500;foreign ministry
48;5;150;15;500;150;state university
48;4;50;5;50;50;private company
48;4;50;5;50;50;foreign ministry
48;5;150;15;500;500;state university
48;2;500;5;50;150;foreign ministry
48;4;150;15;150;500;foreign ministry
48;4;150;15;150;50;state university
48;3;500;50;50;50;foreign ministry
48;2;500;50;500;50;private company
48;6;500;5;150;150;state university
48;2;500;50;150;150;foreign ministry
48;3;150;50;150;50;state university
48;6;500;50;500;500;state university
48;3;150;50;50;500;foreign ministry
48;4;500;5;500;50;state university
48;6;150;50;500;150;private company
48;2;50;5;150;150;foreign ministry
48;6;150;50;150;500;state university
48;2;500;15;150;500;state university
48;6;50;5;150;50;state university
48;4;50;5;150;50;foreign ministry
49;6;50;5;50;50;state university
49;6;500;50;500;500;private company
49;6;150;5;150;150;state university
49;6;500;15;500;500;private company
49;7;500;50;500;500;foreign ministry
49;6;500;15;500;500;state university
49;6;500;50;150;150;foreign ministry
49;6;500;5;150;150;state university
49;6;500;15;150;150;private company
49;6;50;15;150;150;state university
49;7;150;50;150;500;foreign ministry
49;6;150;15;500;150;state university
49;3;50;5;50;50;private company
49;5;50;5;50;50;foreign ministry
49;5;150;15;500;500;state university
49;7;500;5;50;150;foreign ministry
49;5;150;15;150;500;foreign ministry
49;4;150;15;150;50;state university
49;5;500;50;50;50;foreign ministry
49;4;500;50;500;50;private company
49;5;500;5;150;150;state university
49;6;500;50;150;150;foreign ministry
49;3;150;50;150;50;state university
49;4;500;50;500;500;state university
49;5;150;50;50;500;foreign ministry
49;6;500;5;500;50;state university
49;3;150;50;500;150;private company
49;4;50;5;150;150;foreign ministry
49;5;150;50;150;500;state university
49;6;500;15;150;500;state university
49;6;50;5;150;50;state university
49;7;50;5;150;50;foreign ministry
50;5;50;5;50;50;state university
50;1;500;50;500;500;private company
50;5;150;5;150;150;state university
50;1;500;15;500;500;private company
50;6;500;50;500;500;foreign ministry
50;4;500;15;500;500;state university
50;6;500;50;150;150;foreign ministry
50;4;500;5;150;150;state university
50;1;500;15;150;150;private company
50;4;50;15;150;150;state university
50;5;150;50;150;500;foreign ministry
50;4;150;15;500;150;state university
50;1;50;5;50;50;private company
50;5;50;5;50;50;foreign ministry
50;5;150;15;500;500;state university
50;5;500;5;50;150;foreign ministry
50;5;150;15;150;500;foreign ministry
50;4;150;15;150;50;state university
50;6;500;50;50;50;foreign ministry
50;3;500;50;500;50;private company
50;5;500;5;150;150;state university
50;6;500;50;150;150;foreign ministry
50;5;150;50;150;50;state university
50;7;500;50;500;500;state university
50;5;150;50;50;500;foreign ministry
50;5;500;5;500;50;state university
50;1;150;50;500;150;private company
50;3;50;5;150;150;foreign ministry
50;3;150;50;150;500;state university
50;6;500;15;150;500;state university
50;3;50;5;150;50;state university
50;3;50;5;150;50;foreign ministry
51;5;50;5;50;50;state university
51;2;500;50;500;500;private company
51;5;150;5;150;150;state university
51;2;500;15;500;500;private company
51;6;500;50;500;500;foreign ministry
51;5;500;15;500;500;state university
51;6;500;50;150;150;foreign ministry
51;5;500;5;150;150;state university
51;2;500;15;150;150;private company
51;5;50;15;150;150;state university
51;6;150;50;150;500;foreign ministry
51;5;150;15;500;150;state university
51;2;50;5;50;50;private company
51;6;50;5;50;50;foreign ministry
51;5;150;15;500;500;state university
51;6;500;5;50;150;foreign ministry
51;6;150;15;150;500;foreign ministry
51;5;150;15;150;50;state university
51;6;500;50;50;50;foreign ministry
51;2;500;50;500;50;private company
51;6;500;5;150;150;state university
51;5;500;50;150;150;foreign ministry
51;5;150;50;150;50;state university
51;5;500;50;500;500;state university
51;6;150;50;50;500;foreign ministry
51;5;500;5;500;50;state university
51;2;150;50;500;150;private company
51;6;50;5;150;150;foreign ministry
51;5;150;50;150;500;state university
51;5;500;15;150;500;state university
51;5;50;5;150;50;state university
51;6;50;5;150;50;foreign ministry
52;3;50;5;50;50;state university
52;6;500;50;500;500;private company
52;2;150;5;150;150;state university
52;6;500;15;500;500;private company
52;6;500;50;500;500;foreign ministry
52;2;500;15;500;500;state university
52;6;500;50;150;150;foreign ministry
52;2;500;5;150;150;state university
52;6;500;15;150;150;private company
52;2;50;15;150;150;state university
52;4;150;50;150;500;foreign ministry
52;4;150;15;500;150;state university
52;4;50;5;50;50;private company
52;4;50;5;50;50;foreign ministry
52;5;150;15;500;500;state university
52;3;500;5;50;150;foreign ministry
52;4;150;15;150;500;foreign ministry
52;4;150;15;150;50;state university
52;3;500;50;50;50;foreign ministry
52;5;500;50;500;50;private company
52;3;500;5;150;150;state university
52;5;500;50;150;150;foreign ministry
52;2;150;50;150;50;state university
52;6;500;50;500;500;state university
52;2;150;50;50;500;foreign ministry
52;6;500;5;500;50;state university
52;6;150;50;500;150;private company
52;2;50;5;150;150;foreign ministry
52;3;150;50;150;500;state university
52;5;500;15;150;500;state university
52;4;50;5;150;50;state university
52;4;50;5;150;50;foreign ministry
53;7;50;5;50;50;state university
53;7;500;50;500;500;private company
53;4;150;5;150;150;state university
53;4;500;15;500;500;private company
53;4;500;50;500;500;foreign ministry
53;4;500;15;500;500;state university
53;3;500;50;150;150;foreign ministry
53;6;500;5;150;150;state university
53;2;500;15;150;150;private company
53;2;50;15;150;150;state university
53;3;150;50;150;500;foreign ministry
53;3;150;15;500;150;state university
53;4;50;5;50;50;private company
53;4;50;5;50;50;foreign ministry
53;4;150;15;500;500;state university
53;4;500;5;50;150;foreign ministry
53;3;150;15;150;500;foreign ministry
53;4;150;15;150;50;state university
53;3;500;50;50;50;foreign ministry
53;5;500;50;500;50;private company
53;3;500;5;150;150;state university
53;3;500;50;150;150;foreign ministry
53;2;150;50;150;50;state university
53;4;500;50;500;500;state university
53;4;150;50;50;500;foreign ministry
53;4;500;5;500;50;state university
53;6;150;50;500;150;private company
53;2;50;5;150;150;foreign ministry
53;3;150;50;150;500;state university
53;5;500;15;150;500;state university
53;2;50;5;150;50;state university
53;4;50;5;150;50;foreign ministry
54;2;50;5;50;50;state university
54;6;500;50;500;500;private company
54;2;150;5;150;150;state university
54;6;500;15;500;500;private company
54;5;500;50;500;500;foreign ministry
54;3;500;15;500;500;state university
54;6;500;50;150;150;foreign ministry
